"SYMBOL","PREV. CLOSE ","IEP","CHNG","%CHNG","FINAL ","FINAL QUANTITY ","VALUE (₹ Crores)","FFM CAP (₹ Crores)","NM 52W H ","NM 52W L "
"PAKKA","279.90","279.70","-0.20","-0.07","279.70","156","-","-","399.00","117.40"
"GUJGASLTD","554.40","554.00","-0.40","-0.07","554.00","355","0.02","-","620.00","397.05"
"SNOWMAN","65.05","65.00","-0.05","-0.08","65.00","3,812","0.02","-","84.90","36.65"
"JKPAPER","380.30","380.00","-0.30","-0.08","380.00","1,792","0.07","-","452.00","306.40"
"LOVABLE","124.60","124.50","-0.10","-0.08","124.50","10","-","-","171.70","99.05"
"ACC","2,585.10","2,582.95","-2.15","-0.08","2,582.95","385","0.10","-","2,746.40","1,754.00"
"XPROINDIA","998.85","998.00","-0.85","-0.09","998.00","27","-","-","1,297.80","711.35"
"WALCHANNAG","233.20","233.00","-0.20","-0.09","233.00","17,928","0.42","-","268.10","70.90"
"APARINDS","8,017.15","8,010.00","-7.15","-0.09","8,010.00","52","0.04","-","8,399.00","2,672.00"
"LICHSGFIN","640.70","640.10","-0.60","-0.09","640.10","2,238","0.14","-","683.00","362.75"
"RBA","103.40","103.30","-0.10","-0.10","103.30","4,971","0.05","-","137.70","95.00"
"FAZE3Q","400.40","400.00","-0.40","-0.10","400.00","37","-","-","540.00","338.05"
"BBTC","1,533.55","1,532.00","-1.55","-0.10","1,532.00","35","0.01","-","1,839.95","918.00"
"AADHARHFC","340.35","340.00","-0.35","-0.10","340.00","6,394","0.22","-","371.30","292.00"
"GOACARBON","863.65","862.75","-0.90","-0.10","862.75","31","-","-","1,009.00","456.05"
"JINDRILL","700.75","700.00","-0.75","-0.11","700.00","4","-","-","915.00","299.35"
"NDLVENTURE","92.60","92.50","-0.10","-0.11","92.50","25","-","-","164.00","88.00"
"GLS","831.95","831.05","-0.90","-0.11","831.05","121","0.01","-","906.00","531.30"
"TANLA","921.00","920.00","-1.00","-0.11","920.00","1,302","0.12","-","1,317.95","725.00"
"TCI","884.05","883.05","-1.00","-0.11","883.05","101","0.01","-","1,079.50","688.00"
"GRSE","1,421.55","1,419.90","-1.65","-0.12","1,419.90","6,970","0.99","-","1,522.45","451.05"
"AWHCL","449.30","448.75","-0.55","-0.12","448.75","2,894","0.13","-","579.25","248.00"
"NEULANDLAB","6,327.60","6,319.75","-7.85","-0.12","6,319.75","136","0.09","-","7,790.00","2,603.60"
"MARUTI","12,906.10","12,890.00","-16.10","-0.12","12,890.00","630","0.81","-","13,073.95","9,222.00"
"MAITHANALL","1,225.50","1,223.95","-1.55","-0.13","1,223.95","89","0.01","-","1,359.00","955.00"
"PAGEIND","36,607.90","36,561.00","-46.90","-0.13","36,561.00","39","0.14","-","42,885.00","33,070.05"
"CMSINFO","428.80","425.00","-0.55","-0.13","425.00","1,224","0.05","-","451.70","296.45"
"TATAMTRDVR","642.95","642.10","-0.85","-0.13","642.10","4,578","0.29","-","712.60","265.50"
"UDAICEMENT","37.75","37.70","-0.05","-0.13","37.70","280","-","-","42.75","22.19"
"ANMOL","36.90","36.85","-0.05","-0.14","36.85","221","-","-","68.00","35.50"
"ALKEM","5,337.30","5,330.05","-7.25","-0.14","5,330.05","53","0.03","-","5,578.80","3,307.20"
"LYKALABS","108.60","108.45","-0.15","-0.14","108.45","100","-","-","144.30","92.45"
"NIITLTD","105.05","104.90","-0.15","-0.14","104.90","670","0.01","-","416.85","77.30"
"AVANTIFEED","521.30","520.55","-0.75","-0.14","520.55","465","0.02","-","598.50","374.95"
"STARHEALTH","535.90","535.10","-0.80","-0.15","535.10","2,192","0.12","-","675.00","454.80"
"SUPRIYA","360.75","360.20","-0.55","-0.15","360.20","449","0.02","-","424.00","233.30"
"CIGNITITEC","1,321.70","1,319.60","-2.10","-0.16","1,319.60","252","0.03","-","1,384.00","758.05"
"TRIVENI","342.75","342.20","-0.55","-0.16","342.20","237","0.01","-","416.50","272.50"
"PRECOT","368.95","368.35","-0.60","-0.16","368.35","55","-","-","417.00","148.45"
"GAEL","148.45","148.20","-0.25","-0.17","148.20","957","0.01","-","210.60","117.85"
"SATIN","225.50","225.10","-0.40","-0.18","225.10","277","0.01","-","283.55","163.50"
"DHARMAJ","225.45","225.05","-0.40","-0.18","225.05","25","-","-","290.00","165.65"
"SUNDARMFIN","4,437.20","4,429.05","-8.15","-0.18","4,429.05","455","0.20","-","4,998.00","2,471.00"
"BDL","1,544.85","1,542.00","-2.85","-0.18","1,542.00","18,457","2.85","-","1,658.95","450.00"
"SPCENET","27.00","26.95","-0.05","-0.19","26.95","313","-","-","39.40","15.35"
"TIINDIA","3,807.30","3,800.00","-7.30","-0.19","3,800.00","118","0.04","-","4,162.50","2,758.00"
"EMMBI","103.70","103.50","-0.20","-0.19","103.50","643","0.01","-","138.80","82.85"
"RPOWER","25.30","25.25","-0.05","-0.20","25.25","1,06,357","0.27","-","34.45","12.75"
"AGSTRA","74.60","74.45","-0.15","-0.20","74.45","328","-","-","126.75","52.90"
"VMART","2,276.65","2,272.00","-4.65","-0.20","2,272.00","9","-","-","2,444.95","1,595.00"
"RELIGARE","213.45","213.00","-0.45","-0.21","213.00","267","0.01","-","280.60","161.75"
"RPGLIFE","1,463.05","1,459.95","-3.10","-0.21","1,459.95","4","-","-","1,740.00","749.00"
"RKDL","23.45","23.40","-0.05","-0.21","23.40","476","-","-","29.50","10.60"
"EIHOTEL","443.95","443.00","-0.95","-0.21","443.00","3,920","0.17","-","502.20","203.00"
"YESBANK","23.05","23.00","-0.05","-0.22","23.00","8,63,471","1.99","-","32.85","15.60"
"UNIENTER","154.35","154.00","-0.35","-0.23","154.00","1","-","-","182.00","131.55"
"AVALON","482.65","481.55","-1.10","-0.23","481.55","144","0.01","-","732.10","404.15"
"TREL","43.60","43.50","-0.10","-0.23","43.50","997","-","-","60.50","27.40"
"INDIACEM","213.50","213.00","-0.50","-0.23","213.00","13,674","0.29","-","277.00","188.00"
"ALANKIT","21.25","21.20","-0.05","-0.24","21.20","3,938","0.01","-","23.60","8.75"
"ICRA","5,583.15","5,570.00","-13.15","-0.24","5,570.00","45","0.03","-","6,450.00","4,794.80"
"SARLAPOLY","84.20","84.00","-0.20","-0.24","84.00","4,447","0.04","-","97.50","37.00"
"FINEORG","4,431.10","4,420.10","-11.00","-0.25","4,420.10","70","0.03","-","5,164.90","4,021.00"
"NAVKARCORP","100.25","100.00","-0.25","-0.25","100.00","2,353","0.02","-","125.55","53.60"
"TIRUMALCHM","255.15","254.50","-0.65","-0.25","254.50","70","-","-","289.85","177.45"
"PSPPROJECT","645.65","644.00","-1.65","-0.26","644.00","363","0.02","-","846.00","599.90"
"DALBHARAT","1,807.65","1,803.00","-4.65","-0.26","1,803.00","153","0.03","-","2,430.70","1,698.90"
"RAYMOND","2,175.80","2,170.00","-5.80","-0.27","2,170.00","195","0.04","-","2,333.00","1,487.60"
"LALPATHLAB","2,632.35","2,625.15","-7.20","-0.27","2,625.15","163","0.04","-","2,767.10","1,916.05"
"SHANKARA","676.95","675.00","-1.95","-0.29","675.00","472","0.03","-","920.00","626.00"
"UTIAMC","917.45","914.80","-2.65","-0.29","914.80","116","0.01","-","1,005.00","674.75"
"DIVISLAB","4,255.25","4,242.75","-12.50","-0.29","4,242.75","1,484","0.63","-","4,401.60","3,295.30"
"OFSS","7,597.55","7,574.90","-22.65","-0.30","7,574.90","31","0.02","-","9,023.00","3,519.25"
"PRECWIRE","131.95","131.55","-0.40","-0.30","131.55","200","-","-","155.50","79.40"
"PVSL","228.65","227.95","-0.70","-0.31","227.95","177","-","-","296.55","207.80"
"EKC","128.70","128.30","-0.40","-0.31","128.30","5,264","0.07","-","179.00","99.35"
"PRAXIS","15.90","15.85","-0.05","-0.31","15.85","29","-","-","38.00","11.05"
"KOKUYOCMLN","142.95","142.50","-0.45","-0.31","142.50","286","-","-","178.40","106.80"
"IZMO","313.05","312.05","-1.00","-0.32","312.05","31","-","-","373.00","150.15"
"A2ZINFRA","15.25","15.20","-0.05","-0.33","15.20","275","-","-","16.70","6.25"
"GUJALKALI","791.70","789.10","-2.60","-0.33","789.10","19","-","-","868.80","623.00"
"MBAPL","234.85","234.05","-0.80","-0.34","234.05","30","-","-","348.35","210.00"
"AARTIPHARM","582.00","580.00","-2.00","-0.34","580.00","851","0.05","-","638.75","320.30"
"FOODSIN","143.50","143.00","-0.50","-0.35","143.00","56","-","-","222.20","126.30"
"JAYSREETEA","99.40","99.05","-0.35","-0.35","99.05","2","-","-","134.00","86.00"
"EMIL","210.80","210.05","-0.75","-0.36","210.05","804","0.02","-","244.55","72.30"
"COSMOFIRST","558.10","556.10","-2.00","-0.36","556.10","165","0.01","-","773.05","451.50"
"PAVNAIND","556.00","554.00","-2.00","-0.36","554.00","6","-","-","640.85","269.60"
"INDOSTAR","222.30","221.50","-0.80","-0.36","221.50","145","-","-","280.00","140.60"
"ANUP","1,736.40","1,730.00","-6.40","-0.37","1,730.00","96","0.02","-","2,185.00","699.50"
"PIXTRANS","1,294.80","1,290.00","-4.80","-0.37","1,290.00","96","0.01","-","1,570.00","911.00"
"SAGCEM","215.30","214.50","-0.80","-0.37","214.50","286","0.01","-","305.00","190.35"
"RHIM","671.80","669.30","-2.50","-0.37","669.30","48","-","-","824.00","504.25"
"PILITA","13.40","13.35","-0.05","-0.37","13.35","8,885","0.01","-","17.65","8.15"
"AJMERA","694.60","692.00","-2.60","-0.37","692.00","46","-","-","887.45","322.00"
"UFO","119.85","119.40","-0.45","-0.38","119.40","110","-","-","173.85","71.00"
"KAMDHENU","523.00","521.00","-2.00","-0.38","521.00","260","0.01","-","668.70","259.95"
"KAYA","312.20","311.00","-1.20","-0.38","311.00","121","-","-","398.55","303.00"
"VISAKAIND","103.00","102.60","-0.40","-0.39","102.60","325","-","-","177.95","76.90"
"PHOENIXLTD","3,192.50","3,180.00","-12.50","-0.39","3,180.00","771","0.25","-","3,316.95","1,456.00"
"BSHSL","203.80","203.00","-0.80","-0.39","203.00","52","-","-","340.05","186.70"
"ANANDRATHI","4,076.10","4,060.05","-16.05","-0.39","4,060.05","125","0.05","-","4,248.00","845.05"
"ABB","8,398.35","8,365.10","-33.25","-0.40","8,365.10","488","0.41","-","8,599.80","3,850.00"
"HEIDELBERG","199.30","198.50","-0.80","-0.40","198.50","1,135","0.02","-","247.00","166.70"
"KESORAMIND","186.55","185.80","-0.75","-0.40","185.80","2,164","0.04","-","189.65","60.00"
"SWARAJENG","2,491.35","2,481.30","-10.05","-0.40","2,481.30","30","0.01","-","2,649.95","1,800.00"
"CGCL","221.75","220.85","-0.90","-0.41","220.85","65","-","-","289.25","172.75"
"HEADSUP","12.10","12.05","-0.05","-0.41","12.05","23","-","-","22.50","10.00"
"KALYANIFRG","431.85","430.05","-1.80","-0.42","430.05","117","0.01","-","573.30","232.05"
"ETHOSLTD","2,359.85","2,350.00","-9.85","-0.42","2,350.00","26","0.01","-","3,044.00","1,201.00"
"SALZERELEC","749.30","746.10","-3.20","-0.43","746.10","328","0.02","-","890.00","315.25"
"ABSLAMC","538.30","536.00","-2.30","-0.43","536.00","384","0.02","-","569.40","348.00"
"ASALCBR","567.25","564.80","-2.45","-0.43","564.80","339","0.02","-","637.20","354.25"
"5PAISA","529.30","527.00","-2.30","-0.43","527.00","153","0.01","-","758.45","331.00"
"ARIES","241.05","240.00","-1.05","-0.44","240.00","311","0.01","-","342.70","157.20"
"SIGNPOST","270.40","269.20","-1.20","-0.44","269.20","55","-","-","466.00","260.00"
"SUPREMEIND","5,604.90","5,579.90","-25.00","-0.45","5,579.90","174","0.10","-","5,839.80","2,727.80"
"INTENTECH","109.65","109.15","-0.50","-0.46","109.15","836","0.01","-","157.80","62.00"
"ASAHIINDIA","592.75","590.00","-2.75","-0.46","590.00","667","0.04","-","660.00","446.15"
"UJJIVANSFB","53.45","53.20","-0.25","-0.47","53.20","27,056","0.14","-","63.00","33.55"
"MUNJALAU","84.40","84.00","-0.40","-0.47","84.00","100","-","-","115.00","47.00"
"IMAGICAA","84.40","84.00","-0.40","-0.47","84.00","10,649","0.09","-","90.70","39.55"
"LOKESHMACH","399.60","397.70","-1.90","-0.48","397.70","179","0.01","-","475.75","141.70"
"KSOLVES","1,090.80","1,085.50","-5.30","-0.49","1,085.50","58","0.01","-","1,467.40","777.00"
"MONTECARLO","670.70","667.40","-3.30","-0.49","667.40","135","0.01","-","918.00","605.10"
"BHARATRAS","9,444.65","9,398.00","-46.65","-0.49","9,398.00","1","-","-","10,599.00","8,332.75"
"ANLON","400.00","398.00","-2.00","-0.50","398.00","400","0.02","-","492.00","192.50"
"UNIONBANK","160.00","159.20","-0.80","-0.50","159.20","59,827","0.95","-","163.20","68.00"
"MINDACORP","428.20","426.00","-2.20","-0.51","426.00","547","0.02","-","449.95","270.55"
"BARBEQUE","510.65","508.00","-2.65","-0.52","508.00","72","-","-","791.70","495.05"
"LINC","603.15","600.00","-3.15","-0.52","600.00","5","-","-","900.00","463.20"
"VARDMNPOLY","9.50","9.45","-0.05","-0.53","9.45","9,026","0.01","-","12.30","4.50"
"EMAMIREAL","104.15","103.60","-0.55","-0.53","103.60","1","-","-","152.15","64.00"
"MALLCOM","987.25","982.00","-5.25","-0.53","982.00","50","-","-","1,249.70","800.00"
"CRAFTSMAN","4,365.45","4,342.00","-23.45","-0.54","4,342.00","33","0.01","-","5,513.65","3,379.95"
"KIRLOSENG","1,275.00","1,268.05","-6.95","-0.55","1,268.05","77","0.01","-","1,379.00","382.10"
"JPOLYINVST","713.90","710.00","-3.90","-0.55","710.00","50","-","-","844.40","450.00"
"AARTIDRUGS","482.75","480.10","-2.65","-0.55","480.10","434","0.02","-","645.75","431.05"
"GABRIEL","382.15","380.05","-2.10","-0.55","380.05","1,298","0.05","-","443.95","171.60"
"INOXINDIA","1,257.00","1,250.00","-7.00","-0.56","1,250.00","1,659","0.21","-","1,473.00","801.55"
"FUSION","461.05","458.40","-2.65","-0.57","458.40","549","0.03","-","691.00","440.40"
"TARSONS","415.40","413.00","-2.40","-0.58","413.00","569","0.02","-","646.40","390.00"
"VISHWAS","83.10","82.60","-0.50","-0.60","82.60","1,600","0.01","-","96.70","77.00"
"DISHTV","16.55","16.45","-0.10","-0.60","16.45","2,45,741","0.40","-","26.05","13.50"
"SHREYANIND","230.60","229.20","-1.40","-0.61","229.20","1,500","0.03","-","316.55","188.65"
"LGBBROSLTD","1,258.65","1,251.00","-7.65","-0.61","1,251.00","36","-","-","1,425.00","778.05"
"FOCUS","161.90","160.90","-1.00","-0.62","160.90","177","-","-","217.80","106.36"
"BIOCON","314.95","313.00","-1.95","-0.62","313.00","12,661","0.40","-","331.00","217.50"
"BALUFORGE","286.55","284.70","-1.85","-0.65","284.70","427","0.01","-","324.40","268.00"
"KOTHARIPET","131.20","130.35","-0.85","-0.65","130.35","157","-","-","170.00","62.40"
"VINEETLAB","61.40","61.00","-0.40","-0.65","61.00","1,658","0.01","-","88.90","46.50"
"SERVOTECH","82.70","82.15","-0.55","-0.67","82.15","4,275","0.04","-","108.70","48.63"
"SDBL","133.85","132.95","-0.90","-0.67","132.95","9,878","0.13","-","156.00","86.46"
"LIBERTSHOE","302.05","300.00","-2.05","-0.68","300.00","10","-","-","413.30","218.90"
"SWELECTES","1,188.15","1,180.00","-8.15","-0.69","1,180.00","1,490","0.18","-","1,492.75","315.00"
"DBCORP","283.95","282.00","-1.95","-0.69","282.00","341","0.01","-","373.30","122.55"
"OCCL","689.85","685.10","-4.75","-0.69","685.10","248","0.02","-","938.85","645.25"
"NRBBEARING","332.25","329.95","-2.30","-0.69","329.95","16,421","0.54","-","401.55","143.00"
"CEREBRAINT","7.15","7.10","-0.05","-0.70","7.10","1,500","-","-","12.35","4.60"
"GSLSU","213.55","212.05","-1.50","-0.70","212.05","282","0.01","-","333.00","167.50"
"ARTEMISMED","173.85","172.60","-1.25","-0.72","172.60","32","-","-","199.90","84.00"
"HLVLTD","27.70","27.50","-0.20","-0.72","27.50","249","-","-","42.00","11.40"
"SIRCA","323.55","321.20","-2.35","-0.73","321.20","323","0.01","-","444.00","282.05"
"GREENPANEL","307.30","305.00","-2.30","-0.75","305.00","923","0.03","-","449.90","287.15"
"ARSSINFRA","25.50","26.40","-0.20","-0.75","-","-","-","-","26.75","16.40"
"METROBRAND","1,153.70","1,144.95","-8.75","-0.76","1,144.95","182","0.02","-","1,441.20","928.75"
"SRHHYPOLTD","525.60","521.60","-4.00","-0.76","521.60","46","-","-","814.00","470.00"
"SPENCERS","85.15","84.50","-0.65","-0.76","84.50","1,705","0.01","-","139.30","56.50"
"MENONBE","123.55","122.60","-0.95","-0.77","122.60","464","0.01","-","166.40","108.10"
"DEVYANI","152.10","150.90","-1.20","-0.79","150.90","15,958","0.24","-","227.50","142.25"
"ARVSMART","645.10","640.00","-5.10","-0.79","640.00","180","0.01","-","764.00","309.00"
"ZEELEARN","6.20","6.15","-0.05","-0.81","6.15","500","-","-","9.70","2.70"
"CUPID","98.80","98.00","-0.80","-0.81","98.00","1,060","0.01","-","140.00","12.09"
"UNICHEMLAB","548.45","544.00","-4.45","-0.81","544.00","10","-","-","615.65","367.25"
"VINATIORGA","1,766.45","1,752.00","-14.45","-0.82","1,752.00","97","0.02","-","1,985.00","1,462.20"
"AAKASH","12.15","12.05","-0.10","-0.82","12.05","6,907","0.01","-","15.40","5.70"
"AHL","411.40","408.00","-3.40","-0.83","408.00","5","-","-","461.40","254.80"
"INTELLECT","897.45","890.00","-7.45","-0.83","890.00","201","0.02","-","1,199.00","563.10"
"BHAGYANGR","107.95","107.05","-0.90","-0.83","107.05","152","-","-","125.95","49.25"
"ADVENZYMES","373.80","370.65","-3.15","-0.84","370.65","296","0.01","-","425.15","265.60"
"EPL","189.55","187.95","-1.60","-0.84","187.95","3,819","0.07","-","236.15","175.15"
"VAKRANGEE","23.35","23.15","-0.20","-0.86","23.15","6,985","0.02","-","32.20","14.55"
"TNPETRO","86.30","85.55","-0.75","-0.87","85.55","2,080","0.02","-","114.00","76.70"
"AHLEAST","142.80","141.55","-1.25","-0.88","141.55","10","-","-","182.90","119.00"
"LINCOLN","572.70","567.60","-5.10","-0.89","567.60","88","-","-","755.15","365.25"
"AEGISCHEM","744.65","738.00","-6.65","-0.89","738.00","4,982","0.37","-","781.00","280.00"
"SURANASOL","39.05","38.70","-0.35","-0.90","38.70","2,950","0.01","-","46.90","19.00"
"CENTURYPLY","655.55","649.65","-5.90","-0.90","649.65","922","0.06","-","849.50","551.65"
"VBL","1,496.55","1,483.00","-13.55","-0.91","1,483.00","3,886","0.58","-","1,561.95","755.00"
"DELHIVERY","413.90","410.15","-3.75","-0.91","410.15","3,541","0.15","-","488.00","345.15"
"ROML","54.60","54.10","-0.50","-0.92","54.10","4","-","-","83.20","35.10"
"BBTCL","261.90","259.50","-2.40","-0.92","259.50","10","-","-","314.30","213.85"
"REDTAPE","726.60","719.90","-6.70","-0.92","719.90","160","0.01","-","745.00","411.05"
"MURUDCERA","48.70","48.25","-0.45","-0.92","48.25","11","-","-","71.90","39.00"
"HINDCOMPOS","447.20","443.00","-4.20","-0.94","443.00","100","-","-","494.45","308.25"
"GANESHHOUC","785.40","778.00","-7.40","-0.94","778.00","556","0.04","-","917.40","344.05"
"KSHITIJPOL","5.25","5.20","-0.05","-0.95","5.20","216","-","-","11.75","4.45"
"HITECHGEAR","1,050.20","1,040.05","-10.15","-0.97","1,040.05","53","0.01","-","1,280.45","256.00"
"ELDEHSG","984.70","975.00","-9.70","-0.99","975.00","1","-","-","1,175.00","579.95"
"TECHNOE","1,050.35","1,040.00","-10.35","-0.99","1,040.00","1,872","0.19","-","1,193.00","342.70"
"NGLFINE","2,237.10","2,215.00","-22.10","-0.99","2,215.00","11","-","-","2,823.90","1,429.80"
"GET&D","1,351.40","1,338.00","-13.40","-0.99","1,338.00","79","0.01","-","1,484.00","176.90"
"MAHAPEXLTD","150.95","149.45","-1.50","-0.99","149.45","36","-","-","183.95","96.00"
"NIITMTS","436.35","432.00","-4.35","-1.00","432.00","376","0.02","-","576.90","342.30"
"GODIGIT","300.15","297.15","-3.00","-1.00","297.15","2,406","0.07","-","314.00","280.00"
"HLEGLAS","434.35","430.00","-4.35","-1.00","430.00","541","0.02","-","698.40","404.95"
"AARTISURF","667.75","661.05","-6.70","-1.00","661.05","97","0.01","-","810.00","548.15"
"CARYSIL","839.80","831.35","-8.45","-1.01","831.35","795","0.07","-","1,150.95","542.00"
"TEMBO","227.30","225.00","-2.30","-1.01","225.00","412","0.01","-","332.65","191.35"
"MAHLIFE","588.00","582.00","-6.00","-1.02","582.00","1,512","0.09","-","678.80","410.05"
"RUSHIL","321.35","318.05","-3.30","-1.03","318.05","840","0.03","-","406.90","242.50"
"KIRLPNU","1,111.75","1,100.10","-11.65","-1.05","1,100.10","262","0.03","-","1,265.00","541.05"
"NSLNISP","63.65","62.95","-0.70","-1.10","62.95","38,964","0.25","-","73.70","39.15"
"MEGASOFT","67.55","66.80","-0.75","-1.11","66.80","1,000","0.01","-","107.25","28.60"
"SAMPANN","26.80","26.50","-0.30","-1.12","26.50","210","-","-","30.00","12.90"
"DTIL","198.25","196.00","-2.25","-1.13","196.00","308","0.01","-","275.00","184.00"
"TV18BRDCST","43.75","43.25","-0.50","-1.14","43.25","31,851","0.14","-","68.70","33.45"
"MAHESHWARI","65.30","64.55","-0.75","-1.15","64.55","9","-","-","102.45","59.25"
"TATATECH","1,090.85","1,078.00","-12.85","-1.18","1,078.00","5,374","0.58","-","1,400.00","1,005.00"
"KOTYARK","971.45","959.95","-11.50","-1.18","959.95","100","0.01","-","1,582.00","420.10"
"GRMOVER","143.00","141.30","-1.70","-1.19","141.30","60","-","-","230.40","113.00"
"MEGATHERM","303.70","300.05","-3.65","-1.20","300.05","400","0.01","-","394.85","195.00"
"MODISONLTD","132.10","130.50","-1.60","-1.21","130.50","574","0.01","-","158.70","66.25"
"RAMANEWS","20.25","20.00","-0.25","-1.23","20.00","200","-","-","24.35","12.10"
"PGINVIT","98.32","96.65","-1.22","-1.25","96.65","19,851","0.19","-","121.90","90.90"
"YASHO","1,830.85","1,808.00","-22.85","-1.25","1,808.00","20","-","-","2,426.65","1,515.00"
"VLEGOV","59.75","59.00","-0.75","-1.26","59.00","350","-","-","84.15","28.75"
"SANGINITA","23.30","23.00","-0.30","-1.29","23.00","165","-","-","40.05","14.95"
"TVSHLTD","11,426.85","11,278.65","-148.20","-1.30","11,278.65","13","0.01","-","11,709.90","4,177.55"
"AARVI","141.15","139.30","-1.85","-1.31","139.30","42","-","-","184.25","113.00"
"SYNOPTICS","117.40","115.85","-1.55","-1.32","115.85","600","0.01","-","188.00","97.45"
"SAKSOFT","264.80","261.30","-3.50","-1.32","261.30","1,340","0.04","-","402.20","209.95"
"GANDHAR","207.85","205.05","-2.80","-1.35","205.05","2,188","0.04","-","344.05","196.40"
"MARALOVER","70.20","69.25","-0.95","-1.35","69.25","104","-","-","102.00","50.30"
"PYRAMID","147.25","145.25","-2.00","-1.36","145.25","90","-","-","239.35","140.00"
"POLICYBZR","1,252.20","1,235.00","-17.20","-1.37","1,235.00","12,136","1.50","-","1,400.35","588.10"
"TCLCONS","39.75","39.20","-0.55","-1.38","39.20","969","-","-","48.35","18.25"
"BEARDSELL","39.60","39.05","-0.55","-1.39","39.05","1,500","0.01","-","58.90","26.05"
"JASH","2,383.25","2,350.00","-33.25","-1.40","2,350.00","845","0.20","-","2,552.00","1,051.20"
"AUTOAXLES","2,014.60","1,986.00","-28.60","-1.42","1,986.00","329","0.07","-","2,460.00","1,742.15"
"SAHYADRI","345.00","340.00","-5.00","-1.45","340.00","364","0.01","-","484.10","322.25"
"KRSNAA","583.70","575.00","-8.70","-1.49","575.00","548","0.03","-","767.90","448.60"
"AVROIND","126.90","125.00","-1.90","-1.50","125.00","410","0.01","-","170.85","94.00"
"PENINLAND","62.95","62.00","-0.95","-1.51","62.00","9,638","0.06","-","72.95","17.65"
"GEPIL","341.20","336.00","-5.20","-1.52","336.00","6,351","0.21","-","402.80","124.00"
"GFLLIMITED","74.20","73.05","-1.15","-1.55","73.05","63","-","-","118.45","51.00"
"ARSHIYA","6.45","6.35","-0.10","-1.55","6.35","21,875","0.01","-","9.75","3.45"
"HARRMALAYA","174.05","171.35","-2.70","-1.55","171.35","200","-","-","216.00","118.50"
"LOTUSEYE","60.00","59.05","-0.95","-1.58","59.05","725","-","-","111.00","48.50"
"MANUGRAPH","21.95","21.60","-0.35","-1.59","21.60","1","-","-","35.20","15.75"
"WINDLAS","622.95","613.00","-9.95","-1.60","613.00","84","0.01","-","648.00","260.10"
"YCCL","24.95","24.55","-0.40","-1.60","24.55","3,000","0.01","-","43.00","24.55"
"MCL","40.00","39.35","-0.65","-1.62","39.35","972","-","-","50.90","26.10"
"MSTCLTD","965.70","950.00","-15.70","-1.63","950.00","6,148","0.58","-","1,165.00","304.25"
"MAGNUM","54.10","53.20","-0.90","-1.66","53.20","319","-","-","77.71","29.52"
"JFLLIFE","42.00","41.30","-0.70","-1.67","41.30","2,000","0.01","-","56.00","36.05"
"CORALFINAC","47.40","46.60","-0.80","-1.69","46.60","200","-","-","74.50","31.20"
"NMDC","262.60","258.00","-4.60","-1.75","258.00","2,92,803","7.55","-","286.35","103.80"
"SRGHFL","285.50","280.35","-5.15","-1.80","280.35","54","-","-","336.75","230.00"
"ONEPOINT","58.10","57.05","-1.05","-1.81","57.05","1,761","0.01","-","70.00","20.35"
"HERANBA","314.75","309.05","-5.70","-1.81","309.05","737","0.02","-","426.00","282.55"
"BALKRISHNA","27.50","27.00","-0.50","-1.82","27.00","1,650","-","-","39.31","17.36"
"ASMS","21.75","21.35","-0.40","-1.84","21.35","662","-","-","28.75","7.60"
"SKYGOLD","1,164.50","1,143.00","-21.50","-1.85","1,143.00","35","-","-","1,397.95","247.00"
"LFIC","194.65","191.00","-3.65","-1.88","191.00","600","0.01","-","248.60","120.30"
"PAR","230.65","226.25","-4.40","-1.91","226.25","223","0.01","-","325.00","178.00"
"GEEKAYWIRE","90.50","88.75","-1.75","-1.93","88.75","8,896","0.08","-","399.80","71.00"
"GMDCLTD","402.85","395.00","-7.85","-1.95","395.00","32,298","1.28","-","506.00","158.40"
"DEEM","109.25","107.00","-2.25","-2.06","107.00","1,000","0.01","-","210.00","88.05"
"ADL","83.75","82.00","-1.75","-2.09","82.00","100","-","-","105.10","69.05"
"AGI","686.90","672.00","-14.90","-2.17","672.00","2,970","0.20","-","1,089.00","556.50"
"VINYAS","831.10","813.00","-18.10","-2.18","813.00","200","0.02","-","850.00","313.50"
"AKSHOPTFBR","9.00","8.80","-0.20","-2.22","8.80","27,213","0.02","-","15.85","7.90"
"BANG","48.15","47.05","-1.10","-2.28","47.05","2","-","-","75.80","37.60"
"SANDESH","1,254.45","1,225.00","-29.45","-2.35","1,225.00","100","0.01","-","1,437.00","900.10"
"SMARTLINK","290.00","283.15","-6.85","-2.36","283.15","170","-","-","346.30","151.25"
"ELGIRUBCO","82.65","80.65","-2.00","-2.42","80.65","1,228","0.01","-","86.50","36.10"
"ICIL","364.35","355.50","-8.85","-2.43","355.50","4,264","0.15","-","405.00","152.65"
"IL&FSTRANS","4.10","4.00","-0.10","-2.44","4.00","100","-","-","6.30","2.65"
"DREDGECORP","981.10","957.00","-24.10","-2.46","957.00","792","0.08","-","1,048.40","308.65"
"AIROLAM","148.95","145.25","-3.70","-2.48","145.25","1,035","0.02","-","196.80","80.25"
"ASAHISONG","375.95","366.60","-9.35","-2.49","366.60","3","-","-","402.00","186.20"
"ELGIEQUIP","652.40","636.05","-16.35","-2.51","636.05","3,589","0.23","-","714.20","463.00"
"AMNPLST","191.30","186.50","-4.80","-2.51","186.50","210","-","-","235.35","149.00"
